index,est,value,num_data,se,bias,variance,true_value
0,cavg,300.8676306375419,250,3.9142089452653117,0.012201563311806905,4.363489303584589,298.8891946529153
0,cips,299.7001896959832,250,0.657712959880736,0.06569337509452258,1.1391340544165962,298.8891946529153
0,cdr,300.4340118712046,250,2.3864602379229907,0.0037648088632220556,2.5797989548586004,298.8891946529153
1,cavg,301.64749528640374,250,7.6082223847026835,0.012201563311806905,8.229791512353966,298.8891946529153
1,cips,302.26742068666573,250,11.412411135109112,0.06569337509452258,13.20983174672979,298.8891946529153
1,cdr,301.5328612072357,250,6.988972850432394,0.0037648088632220556,7.317158046645895,298.8891946529153
2,cavg,296.3831316059498,250,6.280351995365975,0.012201563311806905,5.738910668388777,298.8891946529153
2,cips,296.3633416753606,250,6.379933264222118,0.06569337509452258,5.150838086687965,298.8891946529153
2,cdr,296.7230868655732,250,4.692022946384208,0.0037648088632220556,4.429971506120418,298.8891946529153
3,cavg,297.29076828916584,250,2.554966840329346,0.012201563311806905,2.214041856002232,298.8891946529153
3,cips,297.38826853032737,250,2.2527792254668717,0.06569337509452258,1.549076290032826,298.8891946529153
3,cdr,297.7295980648589,250,1.3446642470320167,0.0037648088632220556,1.2061279121853732,298.8891946529153
4,cavg,293.2291847735544,250,32.03571183446331,0.012201563311806905,30.79749624148365,298.8891946529153
4,cips,294.334944771947,250,20.741191978299902,0.06569337509452258,18.472311384090425,298.8891946529153
4,cdr,294.28484982928467,250,21.19999125489427,0.0037648088632220556,20.638728931748222,298.8891946529153
5,cavg,300.5452352812758,250,2.742470562780547,0.012201563311806905,3.120526896199475,298.8891946529153
5,cips,299.0980582062944,250,0.0436239839301456,0.06569337509452258,0.21638381949554542,298.8891946529153
5,cdr,299.6191991274194,250,0.5329065327959853,0.0037648088632220556,0.6262546266612491,298.8891946529153
6,cavg,297.2953429233435,250,2.5403633358589595,0.012201563311806905,2.2004489859974132,298.8891946529153
6,cips,296.8051172505099,250,4.343378619216834,0.06569337509452258,3.340743953286988,298.8891946529153
6,cdr,297.21611508088034,250,2.7991952543607006,0.0037648088632220556,2.597646302326059,298.8891946529153
7,cavg,298.9493963874912,250,0.0036242488459485907,0.012201563311806905,0.02912566204436472,298.8891946529153
7,cips,299.271667704602,250,0.14628563526653868,0.06569337509452258,0.40804019579566225,298.8891946529153
7,cdr,298.8018858018627,250,0.007622835472129609,0.0037648088632220556,0.0006734446828611371,298.8891946529153
8,cavg,297.38088226857246,250,2.275006248761995,0.012201563311806905,1.9539893685324765,298.8891946529153
8,cips,297.65326485120045,250,1.527522474766934,0.06569337509452258,0.9596604634896647,298.8891946529153
8,cdr,297.5148316650745,250,1.8888736223467224,0.0037648088632220556,1.7239819975358355,298.8891946529153
9,cavg,296.6699755667922,250,4.924933352213191,0.012201563311806905,4.446861987031252,298.8891946529153
9,cips,296.53305221137197,250,5.551407204841815,0.06569337509452258,4.409308088139658,298.8891946529153
9,cdr,297.30811640722874,250,2.4998084189833203,0.0037648088632220556,2.309549508758947,298.8891946529153
10,cavg,296.97856579046885,250,3.650502650013447,0.012201563311806905,3.2406054608795354,298.8891946529153
10,cips,297.3476776951578,250,2.3762745310539204,0.06569337509452258,1.6517641499030404,298.8891946529153
10,cdr,296.7198859858839,250,4.70590009285768,0.0037648088632220556,4.443455853196792,298.8891946529153
11,cavg,302.72907743548507,250,14.744699783875678,0.012201563311806905,15.605213525401483,298.8891946529153
11,cips,301.43659700951684,250,6.489258766419067,0.06569337509452258,7.860787215675387,298.8891946529153
11,cdr,302.3377419054281,250,11.892478152813652,0.0037648088632220556,12.319435150429868,298.8891946529153
12,cavg,298.345292950838,250,0.29582906152262195,0.012201563311806905,0.18787111378947344,298.8891946529153
12,cips,298.9002127421004,250,0.00012139828929050809,0.06569337509452258,0.07146280431651687,298.8891946529153
12,cdr,298.42284298245664,250,0.21748388053958645,0.0037648088632220556,0.16401984209436232,298.8891946529153
13,cavg,299.6172678020018,250,0.5300905104206886,0.012201563311806905,0.7031389938010634,298.8891946529153
13,cips,299.50422989790655,250,0.37826835258144387,0.06569337509452258,0.7592376371427058,298.8891946529153
13,cdr,299.638350887086,250,0.5612350631968218,0.0037648088632220556,0.6569333858681081,298.8891946529153
14,cavg,298.80821824147677,250,0.006557179209463974,0.012201563311806905,0.0008693224891805565,298.8891946529153
14,cips,298.80844220227226,250,0.0065209582848577115,0.06569337509452258,0.030819466133167637,298.8891946529153
14,cdr,299.2792344581886,250,0.15213104969764787,0.0037648088632220556,0.20376001317674003,298.8891946529153
15,cavg,297.2590461032321,250,2.6573842940342822,0.012201563311806905,2.3094512008218353,298.8891946529153
15,cips,297.16458818707804,250,2.9742674620077145,0.06569337509452258,2.155902766581739,298.8891946529153
15,cdr,297.40981220161206,250,2.1885724372240185,0.0037648088632220556,2.0107932358917564,298.8891946529153
16,cavg,298.6096573414302,250,0.07814110851232593,0.012201563311806905,0.028586905040198618,298.8891946529153
16,cips,299.0756483158794,250,0.03476496843272417,0.06569337509452258,0.19603717196535192,298.8891946529153
16,cdr,298.6792182486564,250,0.044090090345495256,0.0037648088632220556,0.022087418702235368,298.8891946529153
17,cavg,299.3570718727404,250,0.21890909283124999,0.012201563311806905,0.3344747341529867,298.8891946529153
17,cips,299.45241451739764,250,0.3172166157474995,0.06569337509452258,0.6716245912661469,298.8891946529153
17,cdr,299.363535442975,250,0.22499918511443268,0.0037648088632220556,0.28697323469892017,298.8891946529153
18,cavg,298.03994951194665,250,0.7212173094588832,0.012201563311806905,0.5458024698317828,298.8891946529153
18,cips,298.75165287003773,250,0.018917742037142447,0.06569337509452258,0.014105221673556946,298.8891946529153
18,cdr,298.0701303700017,250,0.6708662995447482,0.0037648088632220556,0.5741187531363311,298.8891946529153
19,cavg,296.5459637355522,250,5.490731132086254,0.012201563311806905,4.985262902822679,298.8891946529153
19,cips,296.6559518696166,250,4.98737332915569,0.06569337509452258,3.9082743443025363,298.8891946529153
19,cdr,296.4798840565252,250,5.8047775498777545,0.0037648088632220556,5.512881215072674,298.8891946529153
20,cavg,303.46711514389074,250,20.95735602169272,0.012201563311806905,21.980918067417722,298.8891946529153
20,cips,303.8703033543214,250,24.81144389522328,0.06569337509452258,27.430525208290103,298.8891946529153
20,cdr,303.5266636291891,250,21.506118505901913,0.0037648088632220556,22.078975312827044,298.8891946529153
21,cavg,296.77429761348884,250,4.4727894873748335,0.012201563311806905,4.017765092030281,298.8891946529153
21,cips,296.9892149241506,250,3.609922969716858,0.06569337509452258,2.7016594182238802,298.8891946529153
21,cdr,296.90227152449137,250,3.9478635182659727,0.0037648088632220556,3.7078009163291887,298.8891946529153
22,cavg,300.4756249998697,250,2.5167612457378166,0.012201563311806905,2.8794391801822408,298.8891946529153
22,cips,299.65904406020184,250,0.5926681098994196,0.06569337509452258,1.0529973599479778,298.8891946529153
22,cdr,300.62751661383754,250,3.0217632398245247,0.0037648088632220556,3.2388480995770146,298.8891946529153
23,cavg,294.927338383823,250,15.696305096946139,0.012201563311806905,14.833247931876844,298.8891946529153
23,cips,294.12247864084753,250,22.721581539703312,0.06569337509452258,20.343787751886182,298.8891946529153
23,cdr,294.90861894650885,250,15.844982954433249,0.0037648088632220556,15.36026713004904,298.8891946529153
24,cavg,296.30946657257306,250,6.654996968506308,0.012201563311806905,6.097281461180245,298.8891946529153
24,cips,296.2260364877443,250,7.0924114127170315,0.06569337509452258,5.792931621857443,298.8891946529153
24,cdr,296.0067529377177,250,8.308470241511369,0.0037648088632220556,7.9585131120950505,298.8891946529153
25,cavg,300.6692223958231,250,3.168498765521455,0.012201563311806905,3.5739465025763364,298.8891946529153
